"district","school","id","year","grads","college","mncollege","remedial"
"Roseville Public School District","FAIRVIEW ALTERNATIVE HIGH SCHOOL","0623-01-615",2010,31,11,"fewer than 10","fewer than 10"
"Roseville Public School District","FAIRVIEW ALTERNATIVE HIGH SCHOOL","0623-01-615",2011,23,"fewer than 10","fewer than 10","fewer than 10"
"Roseville Public School District","FAIRVIEW ALTERNATIVE HIGH SCHOOL","0623-01-615",2012,27,11,10,"fewer than 10"
"Roseville Public School District","ROSEVILLE AREA SENIOR HIGH","0623-01-069",2006,459,375,274,73
"Roseville Public School District","ROSEVILLE AREA SENIOR HIGH","0623-01-069",2007,521,446,321,94
"Roseville Public School District","ROSEVILLE AREA SENIOR HIGH","0623-01-069",2008,437,380,257,87
"Roseville Public School District","ROSEVILLE AREA SENIOR HIGH","0623-01-069",2009,486,426,309,90
"Roseville Public School District","ROSEVILLE AREA SENIOR HIGH","0623-01-069",2010,446,399,287,69
"Roseville Public School District","ROSEVILLE AREA SENIOR HIGH","0623-01-069",2011,511,437,313,77
"Roseville Public School District","ROSEVILLE AREA SENIOR HIGH","0623-01-069",2012,415,356,241,48
"Rothsay Public School District","ROTHSAY SECONDARY","0850-01-020",2006,16,11,"fewer than 10","fewer than 10"
"Rothsay Public School District","ROTHSAY SECONDARY","0850-01-020",2007,19,14,12,"fewer than 10"
"Rothsay Public School District","ROTHSAY SECONDARY","0850-01-020",2008,12,"fewer than 10","fewer than 10","fewer than 10"
"Rothsay Public School District","ROTHSAY SECONDARY","0850-01-020",2009,15,11,"fewer than 10","fewer than 10"
"Rothsay Public School District","ROTHSAY SECONDARY","0850-01-020",2010,14,12,"fewer than 10","fewer than 10"
"Rothsay Public School District","ROTHSAY SECONDARY","0850-01-020",2011,14,"fewer than 10","fewer than 10","fewer than 10"
"Rothsay Public School District","ROTHSAY SECONDARY","0850-01-020",2012,14,"fewer than 10","fewer than 10","fewer than 10"
"Round Lake-Brewster Public Schools","ROUND LAKE SECONDARY","0516-01-020",2006,33,24,20,"fewer than 10"
"Round Lake-Brewster Public Schools","ROUND LAKE SECONDARY","0516-01-020",2007,26,16,12,"fewer than 10"
"Round Lake-Brewster Public Schools","ROUND LAKE SECONDARY","0516-01-020",2008,25,15,"fewer than 10","fewer than 10"
"Round Lake-Brewster Public Schools","ROUND LAKE SECONDARY","0516-01-020",2009,20,18,14,"fewer than 10"
"Round Lake-Brewster Public Schools","ROUND LAKE SECONDARY","0516-01-020",2010,15,11,"fewer than 10","fewer than 10"
"Round Lake-Brewster Public Schools","ROUND LAKE SECONDARY","0516-01-020",2011,22,11,"fewer than 10","fewer than 10"
"Round Lake-Brewster Public Schools","ROUND LAKE SECONDARY","0516-01-020",2012,18,12,"fewer than 10","fewer than 10"
"Royalton Public School District","ROYALTON HIGH SCHOOL","0485-01-020",2006,63,40,35,13
"Royalton Public School District","ROYALTON HIGH SCHOOL","0485-01-020",2007,55,41,39,12
"Royalton Public School District","ROYALTON HIGH SCHOOL","0485-01-020",2008,41,25,23,"fewer than 10"
"Royalton Public School District","ROYALTON HIGH SCHOOL","0485-01-020",2009,53,40,36,10
"Royalton Public School District","ROYALTON HIGH SCHOOL","0485-01-020",2010,36,31,28,"fewer than 10"
"Royalton Public School District","ROYALTON HIGH SCHOOL","0485-01-020",2011,54,37,33,11
"Royalton Public School District","ROYALTON HIGH SCHOOL","0485-01-020",2012,56,45,40,"fewer than 10"
"RTR Public Schools","R.T.R. SENIOR HIGH","0409-01-020",2006,57,51,26,"fewer than 10"
"RTR Public Schools","RTR HIGH SCHOOL","2902-01-300",2007,45,40,30,"fewer than 10"
"RTR Public Schools","RTR HIGH SCHOOL","2902-01-300",2008,37,31,11,"fewer than 10"
"RTR Public Schools","RTR HIGH SCHOOL","2902-01-300",2009,42,36,23,"fewer than 10"
"RTR Public Schools","RTR HIGH SCHOOL","2902-01-300",2010,50,44,27,"fewer than 10"
"RTR Public Schools","RTR HIGH SCHOOL","2902-01-300",2011,40,38,16,"fewer than 10"
"RTR Public Schools","RTR HIGH SCHOOL","2902-01-300",2012,34,24,"fewer than 10","fewer than 10"
"Runestone Area Ed. District","RUNESTONE REGIONAL LEARNING CENTER","6014-61-020",2006,25,"fewer than 10","fewer than 10","fewer than 10"
"Runestone Area Ed. District","RUNESTONE REGIONAL LEARNING CENTER","6014-61-020",2007,30,10,10,"fewer than 10"
"Runestone Area Ed. District","RUNESTONE REGIONAL LEARNING CENTER","6014-61-020",2008,24,"fewer than 10","fewer than 10","fewer than 10"
"Runestone Area Ed. District","RUNESTONE REGIONAL LEARNING CENTER","6014-61-020",2009,19,"fewer than 10","fewer than 10","fewer than 10"
"Runestone Area Ed. District","RUNESTONE REGIONAL LEARNING CENTER","6014-61-020",2010,20,"fewer than 10","fewer than 10","fewer than 10"
"Runestone Area Ed. District","RUNESTONE REGIONAL LEARNING CENTER","6014-61-020",2011,15,"fewer than 10","fewer than 10","fewer than 10"
"Runestone Area Ed. District","RUNESTONE REGIONAL LEARNING CENTER","6014-61-020",2012,22,"fewer than 10","fewer than 10","fewer than 10"
"Rush City Public School District","RUSH CITY SECONDARY","0139-01-020",2006,73,48,41,13
"Rush City Public School District","RUSH CITY SECONDARY","0139-01-020",2007,74,50,42,24
"Rush City Public School District","RUSH CITY SECONDARY","0139-01-020",2008,66,50,39,14
"Rush City Public School District","RUSH CITY SECONDARY","0139-01-020",2009,73,51,37,11
"Rush City Public School District","RUSH CITY SECONDARY","0139-01-020",2010,66,53,42,15
"Rush City Public School District","RUSH CITY SECONDARY","0139-01-020",2011,60,51,40,"fewer than 10"
"Rush City Public School District","RUSH CITY SECONDARY","0139-01-020",2012,69,42,33,"fewer than 10"
"Rushford-Peterson Public Schools","RUSHFORD-PETERSON SENIOR HIGH","0239-01-002",2006,51,39,28,12
"Rushford-Peterson Public Schools","RUSHFORD-PETERSON SENIOR HIGH","0239-01-002",2007,59,43,29,"fewer than 10"
"Rushford-Peterson Public Schools","RUSHFORD-PETERSON SENIOR HIGH","0239-01-002",2008,54,44,35,12
"Rushford-Peterson Public Schools","RUSHFORD-PETERSON SENIOR HIGH","0239-01-002",2009,51,39,25,"fewer than 10"
"Rushford-Peterson Public Schools","RUSHFORD-PETERSON SENIOR HIGH","0239-01-002",2010,59,52,35,17
"Rushford-Peterson Public Schools","RUSHFORD-PETERSON SENIOR HIGH","0239-01-002",2011,33,26,15,"fewer than 10"
"Rushford-Peterson Public Schools","RUSHFORD-PETERSON SENIOR HIGH","0239-01-002",2012,45,28,15,"fewer than 10"
"Sartell-St. Stephen School District","SARTELL SENIOR HIGH","0748-01-020",2006,185,153,123,18
"Sartell-St. Stephen School District","SARTELL SENIOR HIGH","0748-01-020",2007,207,177,139,23
"Sartell-St. Stephen School District","SARTELL SENIOR HIGH","0748-01-020",2008,206,176,131,29
"Sartell-St. Stephen School District","SARTELL SENIOR HIGH","0748-01-020",2009,196,176,129,19
"Sartell-St. Stephen School District","SARTELL SENIOR HIGH","0748-01-020",2010,240,206,152,17
"Sartell-St. Stephen School District","SARTELL SENIOR HIGH","0748-01-020",2011,227,193,145,18
"Sartell-St. Stephen School District","SARTELL SENIOR HIGH","0748-01-020",2012,237,206,150,14
"Sauk Centre Public School District","SAUK CENTRE SECONDARY","0743-01-030",2006,89,74,66,10
"Sauk Centre Public School District","SAUK CENTRE SECONDARY","0743-01-030",2007,105,81,63,"fewer than 10"
"Sauk Centre Public School District","SAUK CENTRE SECONDARY","0743-01-030",2008,96,78,61,"fewer than 10"
"Sauk Centre Public School District","SAUK CENTRE SECONDARY","0743-01-030",2009,105,88,67,13
"Sauk Centre Public School District","SAUK CENTRE SECONDARY","0743-01-030",2010,96,83,64,10
"Sauk Centre Public School District","SAUK CENTRE SECONDARY","0743-01-030",2011,95,75,61,11
"Sauk Centre Public School District","SAUK CENTRE SECONDARY","0743-01-030",2012,91,70,60,10
"Sauk Rapids-Rice Public Schools","SAUK RAPIDS-RICE SENIOR HIGH","0047-01-001",2006,272,215,181,36
"Sauk Rapids-Rice Public Schools","SAUK RAPIDS-RICE SENIOR HIGH","0047-01-001",2007,262,216,191,52
"Sauk Rapids-Rice Public Schools","SAUK RAPIDS-RICE SENIOR HIGH","0047-01-001",2008,243,201,165,48
"Sauk Rapids-Rice Public Schools","SAUK RAPIDS-RICE SENIOR HIGH","0047-01-001",2009,273,219,188,48
"Sauk Rapids-Rice Public Schools","SAUK RAPIDS-RICE SENIOR HIGH","0047-01-001",2010,233,199,170,53
"Sauk Rapids-Rice Public Schools","SAUK RAPIDS-RICE SENIOR HIGH","0047-01-001",2011,251,203,159,43
"Sauk Rapids-Rice Public Schools","SAUK RAPIDS-RICE SENIOR HIGH","0047-01-001",2012,265,211,181,33
"Sebeka Public School District","SEBEKA SECONDARY","0820-01-002",2006,46,30,27,"fewer than 10"
"Sebeka Public School District","SEBEKA SECONDARY","0820-01-002",2007,44,30,22,"fewer than 10"
"Sebeka Public School District","SEBEKA SECONDARY","0820-01-002",2008,39,27,21,"fewer than 10"
"Sebeka Public School District","SEBEKA SECONDARY","0820-01-002",2009,39,27,23,"fewer than 10"
"Sebeka Public School District","SEBEKA SECONDARY","0820-01-002",2010,42,34,27,"fewer than 10"
"Sebeka Public School District","SEBEKA SECONDARY","0820-01-002",2011,38,27,18,"fewer than 10"
"Sebeka Public School District","SEBEKA SECONDARY","0820-01-002",2012,47,32,24,"fewer than 10"
"Service Coop - REGION 10-SOUTHEAST SERVICE COOP","STUDIO ACADEMY CHARTER SCHOOL","4061-07-010",2006,31,14,10,"fewer than 10"
"Service Coop - REGION 10-SOUTHEAST SERVICE COOP","STUDIO ACADEMY CHARTER SCHOOL","4061-07-010",2007,33,17,12,"fewer than 10"
"Service Coop - REGION 10-SOUTHEAST SERVICE COOP","STUDIO ACADEMY CHARTER SCHOOL","4061-07-010",2008,18,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 10-SOUTHEAST SERVICE COOP","STUDIO ACADEMY CHARTER SCHOOL","4061-07-010",2009,26,14,13,"fewer than 10"
"Service Coop - REGION 10-SOUTHEAST SERVICE COOP","STUDIO ACADEMY CHARTER SCHOOL","4061-07-010",2010,29,16,15,"fewer than 10"
"Service Coop - REGION 10-SOUTHEAST SERVICE COOP","STUDIO ACADEMY CHARTER SCHOOL","4061-07-010",2011,28,17,12,"fewer than 10"
"Service Coop - REGION 11-METRO EDUC. SERVICE UNIT","FOUR DIRECTIONS CHARTER SCHOOLS","4052-07-010",2006,15,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 11-METRO EDUC. SERVICE UNIT","FOUR DIRECTIONS CHARTER SCHOOLS","4052-07-010",2007,20,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 11-METRO EDUC. SERVICE UNIT","FOUR DIRECTIONS CHARTER SCHOOLS","4052-07-010",2008,25,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 11-METRO EDUC. SERVICE UNIT","FOUR DIRECTIONS CHARTER SCHOOLS","4052-07-010",2009,18,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 11-METRO EDUC. SERVICE UNIT","FOUR DIRECTIONS CHARTER SCHOOLS","4052-07-010",2010,16,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 11-METRO EDUC. SERVICE UNIT","FOUR DIRECTIONS CHARTER SCHOOLS","4052-07-010",2011,13,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 11-METRO EDUC. SERVICE UNIT","FOUR DIRECTIONS CHARTER SCHOOLS","4052-07-010",2012,16,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 11-METRO EDUC. SERVICE UNIT","HEART OF THE EARTH SEC.","4044-07-020",2006,16,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 11-METRO EDUC. SERVICE UNIT","HEART OF THE EARTH SEC.","4044-07-020",2007,17,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 11-METRO EDUC. SERVICE UNIT","HEART OF THE EARTH SEC.","4044-07-020",2008,29,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 11-METRO EDUC. SERVICE UNIT","MINNESOTA BUSINESS ACADEMY CHARTER","4065-07-010",2006,50,37,32,10
"Service Coop - REGION 3 - NORTHEAST SERVICE COOP","LAKE SUPERIOR HIGH SCHOOL","4046-07-010",2006,13,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 3 - NORTHEAST SERVICE COOP","LAKE SUPERIOR HIGH SCHOOL","4046-07-010",2007,15,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 3 - NORTHEAST SERVICE COOP","LAKE SUPERIOR HIGH SCHOOL","4046-07-010",2008,18,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 3 - NORTHEAST SERVICE COOP","LAKE SUPERIOR HIGH SCHOOL","4046-07-010",2009,13,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 3 - NORTHEAST SERVICE COOP","LAKE SUPERIOR HIGH SCHOOL","4046-07-010",2010,24,"fewer than 10","fewer than 10","fewer than 10"
"Service Coop - REGION 3 - NORTHEAST SERVICE COOP","LAKE SUPERIOR HIGH SCHOOL","4046-07-010",2011,26,"fewer than 10","fewer than 10","fewer than 10"
"Shakopee Public School District","SHAKOPEE SENIOR HIGH","0720-01-083",2006,239,121,100,31
"Shakopee Public School District","SHAKOPEE SENIOR HIGH","0720-01-083",2007,258,173,134,32
"Shakopee Public School District","SHAKOPEE SENIOR HIGH","0720-01-083",2008,292,212,175,51
"Shakopee Public School District","SHAKOPEE SENIOR HIGH","0720-01-083",2009,296,248,190,53
"Shakopee Public School District","SHAKOPEE SENIOR HIGH","0720-01-083",2010,316,267,206,58
"Shakopee Public School District","SHAKOPEE SENIOR HIGH","0720-01-083",2011,367,301,230,63
"Shakopee Public School District","SHAKOPEE SENIOR HIGH","0720-01-083",2012,427,356,254,57
"Sibley East School District","SIBLEY EAST-ARLINGTON SENIOR HIGH","2310-01-003",2006,95,74,67,14
"Sibley East School District","SIBLEY EAST-ARLINGTON SENIOR HIGH","2310-01-003",2007,113,84,77,21
"Sibley East School District","SIBLEY EAST-ARLINGTON SENIOR HIGH","2310-01-003",2008,76,57,52,13
"Sibley East School District","SIBLEY EAST-ARLINGTON SENIOR HIGH","2310-01-003",2009,90,73,62,11
"Sibley East School District","SIBLEY EAST-ARLINGTON SENIOR HIGH","2310-01-003",2010,86,64,53,16
"Sibley East School District","SIBLEY EAST-ARLINGTON SENIOR HIGH","2310-01-003",2011,88,64,53,11
"Sibley East School District","SIBLEY EAST-ARLINGTON SENIOR HIGH","2310-01-003",2012,81,65,53,"fewer than 10"
"Sleepy Eye Public School District","SLEEPY EYE SEC.","0084-01-020",2006,50,35,31,"fewer than 10"
"Sleepy Eye Public School District","SLEEPY EYE SEC.","0084-01-020",2007,65,56,50,15
"Sleepy Eye Public School District","SLEEPY EYE SEC.","0084-01-020",2008,52,38,29,12
"Sleepy Eye Public School District","SLEEPY EYE SEC.","0084-01-020",2009,54,41,34,10
"Sleepy Eye Public School District","SLEEPY EYE SEC.","0084-01-020",2010,54,42,33,14
"Sleepy Eye Public School District","SLEEPY EYE SEC.","0084-01-020",2011,57,51,37,16
"Sleepy Eye Public School District","SLEEPY EYE SEC.","0084-01-020",2012,64,48,39,11
"Sobriety High","SOBRIETY HIGH SOUTH","4109-07-012",2006,12,10,"fewer than 10","fewer than 10"
"Sobriety High","SOBRIETY HIGH SOUTH","4109-07-012",2007,13,"fewer than 10","fewer than 10","fewer than 10"
"Sobriety High","SOBRIETY HIGH SOUTH","4109-07-012",2008,18,10,"fewer than 10","fewer than 10"
"Sobriety High","SOBRIETY HIGH SOUTH","4109-07-012",2009,13,"fewer than 10","fewer than 10","fewer than 10"
"Sobriety High","SOBRIETY HIGH SOUTH","4109-07-012",2010,11,"fewer than 10","fewer than 10","fewer than 10"
"Sobriety High","SOBRIETY HIGH SOUTH","4109-07-012",2011,11,"fewer than 10","fewer than 10","fewer than 10"
"Sobriety High","SOBRIETY HIGH SOUTH","4109-07-012",2012,10,"fewer than 10","fewer than 10","fewer than 10"
"South Koochiching School District","NORTHOME SECONDARY","0363-01-070",2006,16,13,11,"fewer than 10"
"South Koochiching School District","NORTHOME SECONDARY","0363-01-070",2007,13,"fewer than 10","fewer than 10","fewer than 10"
"South Koochiching School District","NORTHOME SECONDARY","0363-01-070",2008,11,"fewer than 10","fewer than 10","fewer than 10"
"South Koochiching School District","NORTHOME SECONDARY","0363-01-070",2009,18,12,11,"fewer than 10"
"South Koochiching School District","NORTHOME SECONDARY","0363-01-070",2010,12,"fewer than 10","fewer than 10","fewer than 10"
"South Koochiching School District","NORTHOME SECONDARY","0363-01-070",2011,15,13,13,"fewer than 10"
"South Koochiching School District","NORTHOME SECONDARY","0363-01-070",2012,19,14,10,"fewer than 10"
"South St. Paul Public School Dist.","S ST. PAUL COMMUNITY LRNG. CNTR.","0006-03-303",2006,16,"fewer than 10","fewer than 10","fewer than 10"
"South St. Paul Public School Dist.","S ST. PAUL COMMUNITY LRNG. CNTR.","0006-03-303",2007,16,"fewer than 10","fewer than 10","fewer than 10"
"South St. Paul Public School Dist.","S ST. PAUL COMMUNITY LRNG. CNTR.","0006-03-303",2008,23,"fewer than 10","fewer than 10","fewer than 10"
"South St. Paul Public School Dist.","S ST. PAUL COMMUNITY LRNG. CNTR.","0006-03-303",2009,25,11,11,"fewer than 10"
"South St. Paul Public School Dist.","S ST. PAUL COMMUNITY LRNG. CNTR.","0006-03-303",2010,26,"fewer than 10","fewer than 10","fewer than 10"
"South St. Paul Public School Dist.","S ST. PAUL COMMUNITY LRNG. CNTR.","0006-03-303",2011,26,10,10,"fewer than 10"
"South St. Paul Public School Dist.","S ST. PAUL COMMUNITY LRNG. CNTR.","0006-03-303",2012,30,"fewer than 10","fewer than 10","fewer than 10"
"South St. Paul Public School Dist.","SOUTH ST. PAUL SECONDARY","0006-03-120",2006,211,168,138,44
"South St. Paul Public School Dist.","SOUTH ST. PAUL SECONDARY","0006-03-120",2007,205,171,138,42
"South St. Paul Public School Dist.","SOUTH ST. PAUL SECONDARY","0006-03-120",2008,212,173,149,45
"South St. Paul Public School Dist.","SOUTH ST. PAUL SECONDARY","0006-03-120",2009,182,155,116,37
"South St. Paul Public School Dist.","SOUTH ST. PAUL SECONDARY","0006-03-120",2010,189,163,120,35
"South St. Paul Public School Dist.","SOUTH ST. PAUL SECONDARY","0006-03-120",2011,183,159,113,31
"South St. Paul Public School Dist.","SOUTH ST. PAUL SECONDARY","0006-03-120",2012,225,187,140,21
"South Washington County School Dist","EAST RIDGE HIGH SCHOOL","0833-01-025",2011,332,290,163,37
"South Washington County School Dist","EAST RIDGE HIGH SCHOOL","0833-01-025",2012,332,296,159,33
"South Washington County School Dist","PARK SENIOR HIGH","0833-01-024",2006,484,372,255,72
"South Washington County School Dist","PARK SENIOR HIGH","0833-01-024",2007,464,369,263,95
"South Washington County School Dist","PARK SENIOR HIGH","0833-01-024",2008,513,413,298,111
"South Washington County School Dist","PARK SENIOR HIGH","0833-01-024",2009,537,441,312,106
"South Washington County School Dist","PARK SENIOR HIGH","0833-01-024",2010,490,403,286,87
"South Washington County School Dist","PARK SENIOR HIGH","0833-01-024",2011,380,315,231,57
"South Washington County School Dist","PARK SENIOR HIGH","0833-01-024",2012,416,333,237,66
"South Washington County School Dist","SO WASH HIGH SCHOOL DIPLOMA PROGRAM","0833-01-052",2006,23,10,10,"fewer than 10"
"South Washington County School Dist","SO WASH HIGH SCHOOL DIPLOMA PROGRAM","0833-01-052",2007,15,"fewer than 10","fewer than 10","fewer than 10"
"South Washington County School Dist","SO WASH HIGH SCHOOL DIPLOMA PROGRAM","0833-01-052",2008,18,"fewer than 10","fewer than 10","fewer than 10"
"South Washington County School Dist","SO WASH HIGH SCHOOL DIPLOMA PROGRAM","0833-01-052",2009,20,10,10,"fewer than 10"
"South Washington County School Dist","SO WASH HIGH SCHOOL DIPLOMA PROGRAM","0833-01-052",2010,23,"fewer than 10","fewer than 10","fewer than 10"
"South Washington County School Dist","SO WASH HIGH SCHOOL DIPLOMA PROGRAM","0833-01-052",2011,14,"fewer than 10","fewer than 10","fewer than 10"
"South Washington County School Dist","SO WASH HIGH SCHOOL DIPLOMA PROGRAM","0833-01-052",2012,24,"fewer than 10","fewer than 10","fewer than 10"
"South Washington County School Dist","SOUTH WASHINGTON ALTERNATIVE HIGH SCHOOL","0833-01-023",2006,25,"fewer than 10","fewer than 10","fewer than 10"
"South Washington County School Dist","SOUTH WASHINGTON ALTERNATIVE HIGH SCHOOL","0833-01-023",2007,35,15,10,"fewer than 10"
"South Washington County School Dist","SOUTH WASHINGTON ALTERNATIVE HIGH SCHOOL","0833-01-023",2008,43,16,"fewer than 10","fewer than 10"
"South Washington County School Dist","SOUTH WASHINGTON ALTERNATIVE HIGH SCHOOL","0833-01-023",2009,41,17,13,"fewer than 10"
"South Washington County School Dist","SOUTH WASHINGTON ALTERNATIVE HIGH SCHOOL","0833-01-023",2010,51,17,13,10
"South Washington County School Dist","SOUTH WASHINGTON ALTERNATIVE HIGH SCHOOL","0833-01-023",2011,29,11,"fewer than 10","fewer than 10"
"South Washington County School Dist","SOUTH WASHINGTON ALTERNATIVE HIGH SCHOOL","0833-01-023",2012,28,"fewer than 10","fewer than 10","fewer than 10"
"South Washington County School Dist","TRANSITIONS","0833-01-056",2009,14,"fewer than 10","fewer than 10","fewer than 10"
"South Washington County School Dist","TRANSITIONS","0833-01-056",2010,17,"fewer than 10","fewer than 10","fewer than 10"
"South Washington County School Dist","TRANSITIONS","0833-01-056",2011,16,"fewer than 10","fewer than 10","fewer than 10"
"South Washington County School Dist","TRANSITIONS","0833-01-056",2012,13,"fewer than 10","fewer than 10","fewer than 10"
"South Washington County School Dist","WOODBURY SENIOR HIGH","0833-01-029",2006,554,490,322,92
"South Washington County School Dist","WOODBURY SENIOR HIGH","0833-01-029",2007,562,495,331,60
"South Washington County School Dist","WOODBURY SENIOR HIGH","0833-01-029",2008,585,514,315,81
"South Washington County School Dist","WOODBURY SENIOR HIGH","0833-01-029",2009,587,529,348,85
"South Washington County School Dist","WOODBURY SENIOR HIGH","0833-01-029",2010,584,518,336,92
"South Washington County School Dist","WOODBURY SENIOR HIGH","0833-01-029",2011,419,384,227,66
"South Washington County School Dist","WOODBURY SENIOR HIGH","0833-01-029",2012,407,376,243,45
"Southland Public School District","SOUTHLAND SENIOR HIGH","0500-01-040",2006,52,43,33,13
"Southland Public School District","SOUTHLAND SENIOR HIGH","0500-01-040",2007,60,53,42,14
"Southland Public School District","SOUTHLAND SENIOR HIGH","0500-01-040",2008,49,39,28,11
"Southland Public School District","SOUTHLAND SENIOR HIGH","0500-01-040",2009,41,38,25,"fewer than 10"
"Southland Public School District","SOUTHLAND SENIOR HIGH","0500-01-040",2010,73,65,54,18
"Southland Public School District","SOUTHLAND SENIOR HIGH","0500-01-040",2011,52,43,33,12
"Southland Public School District","SOUTHLAND SENIOR HIGH","0500-01-040",2012,68,51,32,"fewer than 10"
"Southwest Metro Educational Coop","SCOTT ALC","0930-53-863",2006,12,"fewer than 10","fewer than 10","fewer than 10"
"Southwest Metro Educational Coop","SCOTT ALC","0930-53-863",2007,22,"fewer than 10","fewer than 10","fewer than 10"
"Southwest Metro Educational Coop","SCOTT ALC","0930-53-863",2008,19,"fewer than 10","fewer than 10","fewer than 10"
"Southwest Metro Educational Coop","SCOTT ALC","0930-53-863",2009,16,"fewer than 10","fewer than 10","fewer than 10"
"Southwest Metro Educational Coop","SCOTT ALC","0930-53-863",2010,11,"fewer than 10","fewer than 10","fewer than 10"
"Southwest Metro Educational Coop","SCOTT ALC","0930-53-863",2011,11,"fewer than 10","fewer than 10","fewer than 10"
"Southwest Metro Educational Coop","SCOTT ALC","0930-53-863",2012,10,"fewer than 10","fewer than 10","fewer than 10"
"Southwest Metro Educational Coop","TRANSITION PROGRAM 18 TO 21","0930-53-031",2009,16,"fewer than 10","fewer than 10","fewer than 10"
"Southwest Metro Educational Coop","TRANSITION PROGRAM 18 TO 21","0930-53-031",2010,25,"fewer than 10","fewer than 10","fewer than 10"
"Southwest Metro Educational Coop","TRANSITION PROGRAM 18 TO 21","0930-53-031",2011,14,"fewer than 10","fewer than 10","fewer than 10"
"Southwest Metro Educational Coop","TRANSITION PROGRAM 18 TO 21","0930-53-031",2012,12,"fewer than 10","fewer than 10","fewer than 10"
"Spectrum High School","SPECTRUM HIGH SCHOOL","4160-07-010",2009,28,23,17,"fewer than 10"
"Spectrum High School","SPECTRUM HIGH SCHOOL","4160-07-010",2010,31,22,19,"fewer than 10"
"Spectrum High School","SPECTRUM HIGH SCHOOL","4160-07-010",2011,61,47,36,"fewer than 10"
"Spectrum High School","SPECTRUM HIGH SCHOOL","4160-07-010",2012,53,41,33,"fewer than 10"
"Spring Grove School District","SPRING GROVE SECONDARY","0297-01-020",2006,29,22,12,"fewer than 10"
"Spring Grove School District","SPRING GROVE SECONDARY","0297-01-020",2007,28,18,"fewer than 10","fewer than 10"
"Spring Grove School District","SPRING GROVE SECONDARY","0297-01-020",2008,22,16,"fewer than 10","fewer than 10"
"Spring Grove School District","SPRING GROVE SECONDARY","0297-01-020",2009,34,24,15,"fewer than 10"
"Spring Grove School District","SPRING GROVE SECONDARY","0297-01-020",2010,36,29,13,"fewer than 10"
"Spring Grove School District","SPRING GROVE SECONDARY","0297-01-020",2011,27,19,10,"fewer than 10"
"Spring Grove School District","SPRING GROVE SECONDARY","0297-01-020",2012,25,19,"fewer than 10","fewer than 10"
"Spring Lake Park Public Schools","LEARNING ALTERNATIVES COMMUNITY SCH","0016-01-777",2006,37,17,17,"fewer than 10"
"Spring Lake Park Public Schools","LEARNING ALTERNATIVES COMMUNITY SCH","0016-01-777",2007,49,15,12,"fewer than 10"
"Spring Lake Park Public Schools","LEARNING ALTERNATIVES COMMUNITY SCH","0016-01-777",2008,54,21,18,10
"Spring Lake Park Public Schools","LEARNING ALTERNATIVES COMMUNITY SCH","0016-01-777",2009,63,22,18,10
"Spring Lake Park Public Schools","LEARNING ALTERNATIVES COMMUNITY SCH","0016-01-777",2010,51,22,13,"fewer than 10"
"Spring Lake Park Public Schools","LEARNING ALTERNATIVES COMMUNITY SCH","0016-01-777",2011,42,11,"fewer than 10","fewer than 10"
"Spring Lake Park Public Schools","LEARNING ALTERNATIVES COMMUNITY SCH","0016-01-777",2012,43,16,12,"fewer than 10"
"Spring Lake Park Public Schools","SPRING LAKE PARK SENIOR HIGH","0016-01-045",2006,259,208,159,47
"Spring Lake Park Public Schools","SPRING LAKE PARK SENIOR HIGH","0016-01-045",2007,272,209,167,72
"Spring Lake Park Public Schools","SPRING LAKE PARK SENIOR HIGH","0016-01-045",2008,273,228,172,54
"Spring Lake Park Public Schools","SPRING LAKE PARK SENIOR HIGH","0016-01-045",2009,261,213,164,47
"Spring Lake Park Public Schools","SPRING LAKE PARK SENIOR HIGH","0016-01-045",2010,266,227,179,54
"Spring Lake Park Public Schools","SPRING LAKE PARK SENIOR HIGH","0016-01-045",2011,267,211,163,56
"Spring Lake Park Public Schools","SPRING LAKE PARK SENIOR HIGH","0016-01-045",2012,271,227,185,52
"Springfield Public School District","SPRINGFIELD SECONDARY","0085-01-001",2006,62,54,42,12
"Springfield Public School District","SPRINGFIELD SECONDARY","0085-01-001",2007,45,41,28,"fewer than 10"
"Springfield Public School District","SPRINGFIELD SECONDARY","0085-01-001",2008,52,49,41,13
"Springfield Public School District","SPRINGFIELD SECONDARY","0085-01-001",2009,52,49,35,14
"Springfield Public School District","SPRINGFIELD SECONDARY","0085-01-001",2010,48,43,28,"fewer than 10"
